time,geo_value,geo_type,covid,Season,flu,rsv
2023-01-28,West,OH Region,351,2022-2023,37,82
2023-01-21,Central,OH Region,262,2022-2023,12,34
2023-01-21,East,OH Region,216,2022-2023,16,36
2023-01-21,North East,OH Region,61,2022-2023,3,20
2023-01-21,North West,OH Region,57,2022-2023,0,9
2023-01-21,Ontario,Province,1264,2022-2023,88,219
2023-01-21,Toronto,OH Region,300,2022-2023,12,31
2023-01-21,West,OH Region,370,2022-2023,43,89
2023-01-14,Central,OH Region,287,2022-2023,22,51
2023-01-14,East,OH Region,216,2022-2023,21,47
2023-01-14,North East,OH Region,90,2022-2023,10,20
2023-01-14,North West,OH Region,51,2022-2023,0,8
2023-01-14,Ontario,Province,1479,2022-2023,136,284
2023-01-14,Toronto,OH Region,384,2022-2023,17,46
2023-01-14,West,OH Region,456,2022-2023,62,116
2023-01-07,Central,OH Region,289,2022-2023,33,53
2023-01-07,East,OH Region,214,2022-2023,37,73
2023-01-07,North East,OH Region,107,2022-2023,11,18
2023-01-07,North West,OH Region,17,2022-2023,1,7
2023-01-07,Ontario,Province,1484,2022-2023,199,332
2023-01-07,Toronto,OH Region,423,2022-2023,30,53
2023-01-07,West,OH Region,445,2022-2023,87,132
2022-12-31,Central,OH Region,239,2022-2023,38,49
2022-12-31,East,OH Region,209,2022-2023,36,74
2022-12-31,North East,OH Region,72,2022-2023,16,16
2022-12-31,North West,OH Region,28,2022-2023,2,12
2022-12-31,Ontario,Province,1281,2022-2023,223,334
2022-12-31,Toronto,OH Region,343,2022-2023,38,55
2022-12-31,West,OH Region,388,2022-2023,93,129
2022-12-24,Central,OH Region,251,2022-2023,43,44
2022-12-24,East,OH Region,205,2022-2023,59,68
2022-12-24,North East,OH Region,74,2022-2023,36,17
2022-12-24,North West,OH Region,28,2022-2023,3,10
2022-12-24,Ontario,Province,1212,2022-2023,315,324
2022-12-24,Toronto,OH Region,326,2022-2023,61,58
2022-12-24,West,OH Region,324,2022-2023,113,126
2022-12-17,Central,OH Region,282,2022-2023,64,57
2022-12-17,East,OH Region,222,2022-2023,82,67
2022-12-17,North East,OH Region,66,2022-2023,46,13
2022-12-17,North West,OH Region,20,2022-2023,4,8
2022-12-17,Ontario,Province,1208,2022-2023,424,342
2022-12-17,Toronto,OH Region,332,2022-2023,77,62
2022-12-17,West,OH Region,283,2022-2023,152,136
2022-12-10,Central,OH Region,252,2022-2023,84,62
2022-12-10,East,OH Region,212,2022-2023,93,61
2022-12-10,North East,OH Region,50,2022-2023,39,9
2022-12-10,North West,OH Region,10,2022-2023,4,1
2022-12-10,Ontario,Province,1175,2022-2023,492,335
2022-12-10,Toronto,OH Region,351,2022-2023,102,62
2022-12-10,West,OH Region,293,2022-2023,169,140
2022-12-03,Central,OH Region,240,2022-2023,115,51
2022-12-03,East,OH Region,203,2022-2023,88,65
2022-12-03,North East,OH Region,69,2022-2023,45,6
2022-12-03,North West,OH Region,22,2022-2023,9,8
2022-12-03,Ontario,Province,1195,2022-2023,540,320
2022-12-03,Toronto,OH Region,364,2022-2023,110,69
2022-12-03,West,OH Region,300,2022-2023,180,121
2022-11-26,Central,OH Region,251,2022-2023,0,0
2022-11-26,East,OH Region,187,2022-2023,0,0
2022-11-26,North East,OH Region,69,2022-2023,0,0
2022-11-26,North West,OH Region,30,2022-2023,0,0
2022-11-26,Ontario,Province,1232,2022-2023,0,0
2022-11-26,Toronto,OH Region,293,2022-2023,0,0
2022-11-26,West,OH Region,391,2022-2023,0,0
2022-11-19,Central,OH Region,267,2022-2023,0,0
2022-11-19,East,OH Region,246,2022-2023,0,0
2022-11-19,North East,OH Region,65,2022-2023,0,0
2022-11-19,North West,OH Region,42,2022-2023,0,0
2022-11-19,Ontario,Province,1388,2022-2023,0,0
2022-11-19,Toronto,OH Region,305,2022-2023,0,0
2022-11-19,West,OH Region,456,2022-2023,0,0
2022-11-12,Central,OH Region,294,2022-2023,0,0
2022-11-12,East,OH Region,307,2022-2023,0,0
2022-11-12,North East,OH Region,88,2022-2023,0,0
2022-11-12,North West,OH Region,39,2022-2023,0,0
2022-11-12,Ontario,Province,1635,2022-2023,0,0
2022-11-12,Toronto,OH Region,359,2022-2023,0,0
2022-11-12,West,OH Region,541,2022-2023,0,0
2022-11-05,Central,OH Region,354,2022-2023,0,0
2022-11-05,East,OH Region,331,2022-2023,0,0
2022-11-05,North East,OH Region,97,2022-2023,0,0
2022-11-05,North West,OH Region,39,2022-2023,0,0
2022-11-05,Ontario,Province,1832,2022-2023,0,0
2022-11-05,Toronto,OH Region,404,2022-2023,0,0
2022-11-05,West,OH Region,594,2022-2023,0,0
2022-10-29,Central,OH Region,368,2022-2023,0,0
2022-10-29,East,OH Region,376,2022-2023,0,0
2022-10-29,North East,OH Region,149,2022-2023,0,0
2022-10-29,North West,OH Region,43,2022-2023,0,0
2022-10-29,Ontario,Province,1927,2022-2023,0,0
2022-10-29,Toronto,OH Region,388,2022-2023,0,0
2022-10-29,West,OH Region,587,2022-2023,0,0
2022-10-22,Central,OH Region,353,2022-2023,0,0
2022-10-22,East,OH Region,376,2022-2023,0,0
2022-10-22,North East,OH Region,167,2022-2023,0,0
2022-10-22,North West,OH Region,44,2022-2023,0,0
2022-10-22,Ontario,Province,1839,2022-2023,0,0
2022-10-22,Toronto,OH Region,373,2022-2023,0,0
2022-10-22,West,OH Region,500,2022-2023,0,0
2022-10-15,Central,OH Region,344,2022-2023,0,0
2022-10-15,East,OH Region,358,2022-2023,0,0
2022-10-15,North East,OH Region,162,2022-2023,0,0
2022-10-15,North West,OH Region,55,2022-2023,0,0
2022-10-15,Ontario,Province,1686,2022-2023,0,0
2022-10-15,Toronto,OH Region,314,2022-2023,0,0
2022-10-15,West,OH Region,443,2022-2023,0,0
2022-10-08,Central,OH Region,312,2022-2023,0,0
2022-10-08,East,OH Region,325,2022-2023,0,0
2022-10-08,North East,OH Region,138,2022-2023,0,0
2022-10-08,North West,OH Region,61,2022-2023,0,0
2022-10-08,Ontario,Province,1492,2022-2023,0,0
2022-10-08,Toronto,OH Region,248,2022-2023,0,0
2022-10-08,West,OH Region,394,2022-2023,0,0
2022-10-01,Central,OH Region,275,2022-2023,0,0
2022-10-01,East,OH Region,319,2022-2023,0,0
2022-10-01,North East,OH Region,105,2022-2023,0,0
2022-10-01,North West,OH Region,39,2022-2023,0,0
2022-10-01,Ontario,Province,1305,2022-2023,0,0
2022-10-01,Toronto,OH Region,202,2022-2023,0,0
2022-10-01,West,OH Region,350,2022-2023,0,0
2022-09-24,Central,OH Region,227,2022-2023,0,0
2022-09-24,East,OH Region,285,2022-2023,0,0
2022-09-24,North East,OH Region,95,2022-2023,0,0
2022-09-24,North West,OH Region,24,2022-2023,0,0
2022-09-24,Ontario,Province,1179,2022-2023,0,0
2022-09-24,Toronto,OH Region,197,2022-2023,0,0
2022-09-24,West,OH Region,344,2022-2023,0,0
2022-09-17,Central,OH Region,221,2022-2023,0,0
2022-09-17,East,OH Region,255,2022-2023,0,0
2022-09-17,North East,OH Region,82,2022-2023,0,0
2022-09-17,North West,OH Region,43,2022-2023,0,0
2022-09-17,Ontario,Province,1164,2022-2023,0,0
2022-09-17,Toronto,OH Region,207,2022-2023,0,0
2022-09-17,West,OH Region,350,2022-2023,0,0
2022-09-10,Central,OH Region,251,2022-2023,0,0
2022-09-10,East,OH Region,237,2022-2023,0,0
2022-09-10,North East,OH Region,97,2022-2023,0,0
2022-09-10,North West,OH Region,59,2022-2023,0,0
2022-09-10,Ontario,Province,1253,2022-2023,0,0
2022-09-10,Toronto,OH Region,204,2022-2023,0,0
2022-09-10,West,OH Region,388,2022-2023,0,0
2022-09-03,Central,OH Region,240,2022-2023,0,0
2022-09-03,East,OH Region,234,2022-2023,0,0
2022-09-03,North East,OH Region,96,2022-2023,0,0
2022-09-03,North West,OH Region,43,2022-2023,0,0
2022-09-03,Ontario,Province,1237,2022-2023,0,0
2022-09-03,Toronto,OH Region,189,2022-2023,0,0
2022-09-03,West,OH Region,420,2022-2023,0,0
2022-08-27,Central,OH Region,250,2021-2022,NA,NA
2022-08-27,East,OH Region,234,2021-2022,NA,NA
2022-08-27,North East,OH Region,104,2021-2022,NA,NA
2022-08-27,North West,OH Region,34,2021-2022,NA,NA
2022-08-27,Ontario,Province,1318,2021-2022,NA,NA
2022-08-27,Toronto,OH Region,257,2021-2022,NA,NA
2022-08-27,West,OH Region,427,2021-2022,NA,NA
2022-08-20,Central,OH Region,251,2021-2022,NA,NA
2022-08-20,East,OH Region,253,2021-2022,NA,NA
2022-08-20,North East,OH Region,79,2021-2022,NA,NA
2022-08-20,North West,OH Region,32,2021-2022,NA,NA
2022-08-20,Ontario,Province,1339,2021-2022,NA,NA
2022-08-20,Toronto,OH Region,285,2021-2022,NA,NA
2022-08-20,West,OH Region,433,2021-2022,NA,NA
2022-08-13,Central,OH Region,249,2021-2022,NA,NA
2022-08-13,East,OH Region,270,2021-2022,NA,NA
2022-08-13,North East,OH Region,63,2021-2022,NA,NA
2022-08-13,North West,OH Region,29,2021-2022,NA,NA
2022-08-13,Ontario,Province,1354,2021-2022,NA,NA
2022-08-13,Toronto,OH Region,281,2021-2022,NA,NA
2022-08-13,West,OH Region,449,2021-2022,NA,NA
2022-08-06,Central,OH Region,293,2021-2022,NA,NA
2022-08-06,East,OH Region,274,2021-2022,NA,NA
2022-08-06,North East,OH Region,84,2021-2022,NA,NA
2022-08-06,North West,OH Region,34,2021-2022,NA,NA
2022-08-06,Ontario,Province,1419,2021-2022,NA,NA
2022-08-06,Toronto,OH Region,304,2021-2022,NA,NA
2022-08-06,West,OH Region,414,2021-2022,NA,NA
2022-07-30,Central,OH Region,321,2021-2022,NA,NA
2022-07-30,East,OH Region,304,2021-2022,NA,NA
2022-07-30,North East,OH Region,91,2021-2022,NA,NA
2022-07-30,North West,OH Region,21,2021-2022,NA,NA
2022-07-30,Ontario,Province,1505,2021-2022,NA,NA
2022-07-30,Toronto,OH Region,387,2021-2022,NA,NA
2022-07-30,West,OH Region,369,2021-2022,NA,NA
2022-07-23,Central,OH Region,344,2021-2022,NA,NA
2022-07-23,East,OH Region,316,2021-2022,NA,NA
2022-07-23,North East,OH Region,91,2021-2022,NA,NA
2022-07-23,North West,OH Region,20,2021-2022,NA,NA
2022-07-23,Ontario,Province,1443,2021-2022,NA,NA
2022-07-23,Toronto,OH Region,381,2021-2022,NA,NA
2022-07-23,West,OH Region,287,2021-2022,NA,NA
2022-07-16,Central,OH Region,276,2021-2022,NA,NA
2022-07-16,East,OH Region,212,2021-2022,NA,NA
2022-07-16,North East,OH Region,61,2021-2022,NA,NA
2022-07-16,North West,OH Region,19,2021-2022,NA,NA
2022-07-16,Ontario,Province,1054,2021-2022,NA,NA
2022-07-16,Toronto,OH Region,277,2021-2022,NA,NA
2022-07-16,West,OH Region,201,2021-2022,NA,NA
2022-07-09,Central,OH Region,196,2021-2022,NA,NA
2022-07-09,East,OH Region,142,2021-2022,NA,NA
2022-07-09,North East,OH Region,43,2021-2022,NA,NA
2022-07-09,North West,OH Region,25,2021-2022,NA,NA
2022-07-09,Ontario,Province,772,2021-2022,NA,NA
2022-07-09,Toronto,OH Region,203,2021-2022,NA,NA
2022-07-09,West,OH Region,161,2021-2022,NA,NA
2022-07-02,Central,OH Region,160,2021-2022,NA,NA
2022-07-02,East,OH Region,90,2021-2022,NA,NA
2022-07-02,North East,OH Region,34,2021-2022,NA,NA
2022-07-02,North West,OH Region,20,2021-2022,NA,NA
2022-07-02,Ontario,Province,589,2021-2022,NA,NA
2022-07-02,Toronto,OH Region,147,2021-2022,NA,NA
2022-07-02,West,OH Region,135,2021-2022,NA,NA
2022-06-25,Central,OH Region,125,2021-2022,NA,NA
2022-06-25,East,OH Region,70,2021-2022,NA,NA
2022-06-25,North East,OH Region,42,2021-2022,NA,NA
2022-06-25,North West,OH Region,24,2021-2022,NA,NA
2022-06-25,Ontario,Province,498,2021-2022,NA,NA
2022-06-25,Toronto,OH Region,125,2021-2022,NA,NA
2022-06-25,West,OH Region,112,2021-2022,NA,NA
2022-06-18,Central,OH Region,123,2021-2022,NA,NA
2022-06-18,East,OH Region,62,2021-2022,NA,NA
2022-06-18,North East,OH Region,48,2021-2022,NA,NA
2022-06-18,North West,OH Region,27,2021-2022,NA,NA
2022-06-18,Ontario,Province,488,2021-2022,NA,NA
2022-06-18,Toronto,OH Region,132,2021-2022,NA,NA
2022-06-18,West,OH Region,96,2021-2022,NA,NA
2022-06-11,Central,OH Region,142,2021-2022,NA,NA
2022-06-11,East,OH Region,86,2021-2022,NA,NA
2022-06-11,North East,OH Region,54,2021-2022,NA,NA
2022-06-11,North West,OH Region,27,2021-2022,NA,NA
2022-06-11,Ontario,Province,539,2021-2022,NA,NA
2022-06-11,Toronto,OH Region,130,2021-2022,NA,NA
2022-06-11,West,OH Region,101,2021-2022,NA,NA
2022-06-04,Central,OH Region,153,2021-2022,NA,NA
2022-06-04,East,OH Region,116,2021-2022,NA,NA
2022-06-04,North East,OH Region,50,2021-2022,NA,NA
2022-06-04,North West,OH Region,24,2021-2022,NA,NA
2022-06-04,Ontario,Province,683,2021-2022,NA,NA
2022-06-04,Toronto,OH Region,164,2021-2022,NA,NA
2022-06-04,West,OH Region,173,2021-2022,NA,NA
2022-05-28,Central,OH Region,195,2021-2022,NA,NA
2022-05-28,East,OH Region,167,2021-2022,NA,NA
2022-05-28,North East,OH Region,74,2021-2022,NA,NA
2022-05-28,North West,OH Region,32,2021-2022,NA,NA
2022-05-28,Ontario,Province,945,2021-2022,NA,NA
2022-05-28,Toronto,OH Region,203,2021-2022,NA,NA
2022-05-28,West,OH Region,272,2021-2022,NA,NA
2022-05-21,Central,OH Region,241,2021-2022,NA,NA
2022-05-21,East,OH Region,212,2021-2022,NA,NA
2022-05-21,North East,OH Region,88,2021-2022,NA,NA
2022-05-21,North West,OH Region,40,2021-2022,NA,NA
2022-05-21,Ontario,Province,1182,2021-2022,NA,NA
2022-05-21,Toronto,OH Region,256,2021-2022,NA,NA
2022-05-21,West,OH Region,334,2021-2022,NA,NA
2022-05-14,Central,OH Region,289,2021-2022,NA,NA
2022-05-14,East,OH Region,266,2021-2022,NA,NA
2022-05-14,North East,OH Region,121,2021-2022,NA,NA
2022-05-14,North West,OH Region,54,2021-2022,NA,NA
2022-05-14,Ontario,Province,1440,2021-2022,NA,NA
2022-05-14,Toronto,OH Region,282,2021-2022,NA,NA
2022-05-14,West,OH Region,418,2021-2022,NA,NA
2022-05-07,Central,OH Region,321,2021-2022,NA,NA
2022-05-07,East,OH Region,307,2021-2022,NA,NA
2022-05-07,North East,OH Region,146,2021-2022,NA,NA
2022-05-07,North West,OH Region,56,2021-2022,NA,NA
2022-05-07,Ontario,Province,1671,2021-2022,NA,NA
2022-05-07,Toronto,OH Region,337,2021-2022,NA,NA
2022-05-07,West,OH Region,494,2021-2022,NA,NA
2022-04-30,Central,OH Region,308,2021-2022,NA,NA
2022-04-30,East,OH Region,329,2021-2022,NA,NA
2022-04-30,North East,OH Region,146,2021-2022,NA,NA
2022-04-30,North West,OH Region,34,2021-2022,NA,NA
2022-04-30,Ontario,Province,1720,2021-2022,NA,NA
2022-04-30,Toronto,OH Region,364,2021-2022,NA,NA
2022-04-30,West,OH Region,527,2021-2022,NA,NA
2022-04-23,Central,OH Region,295,2021-2022,NA,NA
2022-04-23,East,OH Region,315,2021-2022,NA,NA
2022-04-23,North East,OH Region,130,2021-2022,NA,NA
2022-04-23,North West,OH Region,30,2021-2022,NA,NA
2022-04-23,Ontario,Province,1662,2021-2022,NA,NA
2022-04-23,Toronto,OH Region,345,2021-2022,NA,NA
2022-04-23,West,OH Region,531,2021-2022,NA,NA
2022-04-16,Central,OH Region,281,2021-2022,NA,NA
2022-04-16,East,OH Region,269,2021-2022,NA,NA
2022-04-16,North East,OH Region,123,2021-2022,NA,NA
2022-04-16,North West,OH Region,31,2021-2022,NA,NA
2022-04-16,Ontario,Province,1447,2021-2022,NA,NA
2022-04-16,Toronto,OH Region,294,2021-2022,NA,NA
2022-04-16,West,OH Region,444,2021-2022,NA,NA
2022-04-09,Central,OH Region,244,2021-2022,NA,NA
2022-04-09,East,OH Region,223,2021-2022,NA,NA
2022-04-09,North East,OH Region,106,2021-2022,NA,NA
2022-04-09,North West,OH Region,24,2021-2022,NA,NA
2022-04-09,Ontario,Province,1166,2021-2022,NA,NA
2022-04-09,Toronto,OH Region,230,2021-2022,NA,NA
2022-04-09,West,OH Region,333,2021-2022,NA,NA
2022-04-02,Central,OH Region,172,2021-2022,NA,NA
2022-04-02,East,OH Region,152,2021-2022,NA,NA
2022-04-02,North East,OH Region,81,2021-2022,NA,NA
2022-04-02,North West,OH Region,24,2021-2022,NA,NA
2022-04-02,Ontario,Province,846,2021-2022,NA,NA
2022-04-02,Toronto,OH Region,136,2021-2022,NA,NA
2022-04-02,West,OH Region,275,2021-2022,NA,NA
2022-03-26,Central,OH Region,134,2021-2022,NA,NA
2022-03-26,East,OH Region,122,2021-2022,NA,NA
2022-03-26,North East,OH Region,71,2021-2022,NA,NA
2022-03-26,North West,OH Region,27,2021-2022,NA,NA
2022-03-26,Ontario,Province,683,2021-2022,NA,NA
2022-03-26,Toronto,OH Region,108,2021-2022,NA,NA
2022-03-26,West,OH Region,222,2021-2022,NA,NA
2022-03-19,Central,OH Region,102,2021-2022,NA,NA
2022-03-19,East,OH Region,124,2021-2022,NA,NA
2022-03-19,North East,OH Region,86,2021-2022,NA,NA
2022-03-19,North West,OH Region,27,2021-2022,NA,NA
2022-03-19,Ontario,Province,639,2021-2022,NA,NA
2022-03-19,Toronto,OH Region,90,2021-2022,NA,NA
2022-03-19,West,OH Region,206,2021-2022,NA,NA
2022-03-12,Central,OH Region,116,2021-2022,NA,NA
2022-03-12,East,OH Region,131,2021-2022,NA,NA
2022-03-12,North East,OH Region,98,2021-2022,NA,NA
2022-03-12,North West,OH Region,34,2021-2022,NA,NA
2022-03-12,Ontario,Province,725,2021-2022,NA,NA
2022-03-12,Toronto,OH Region,119,2021-2022,NA,NA
2022-03-12,West,OH Region,219,2021-2022,NA,NA
2022-03-05,Central,OH Region,128,2021-2022,NA,NA
2022-03-05,East,OH Region,142,2021-2022,NA,NA
2022-03-05,North East,OH Region,110,2021-2022,NA,NA
2022-03-05,North West,OH Region,36,2021-2022,NA,NA
2022-03-05,Ontario,Province,821,2021-2022,NA,NA
2022-03-05,Toronto,OH Region,136,2021-2022,NA,NA
2022-03-05,West,OH Region,259,2021-2022,NA,NA
2022-02-26,Central,OH Region,159,2021-2022,NA,NA
2022-02-26,East,OH Region,200,2021-2022,NA,NA
2022-02-26,North East,OH Region,108,2021-2022,NA,NA
2022-02-26,North West,OH Region,45,2021-2022,NA,NA
2022-02-26,Ontario,Province,1025,2021-2022,NA,NA
2022-02-26,Toronto,OH Region,171,2021-2022,NA,NA
2022-02-26,West,OH Region,332,2021-2022,NA,NA
2022-02-19,Central,OH Region,216,2021-2022,NA,NA
2022-02-19,East,OH Region,251,2021-2022,NA,NA
2022-02-19,North East,OH Region,105,2021-2022,NA,NA
2022-02-19,North West,OH Region,47,2021-2022,NA,NA
2022-02-19,Ontario,Province,1296,2021-2022,NA,NA
2022-02-19,Toronto,OH Region,241,2021-2022,NA,NA
2022-02-19,West,OH Region,427,2021-2022,NA,NA
2022-02-12,Central,OH Region,321,2021-2022,NA,NA
2022-02-12,East,OH Region,325,2021-2022,NA,NA
2022-02-12,North East,OH Region,134,2021-2022,NA,NA
2022-02-12,North West,OH Region,50,2021-2022,NA,NA
2022-02-12,Ontario,Province,1827,2021-2022,NA,NA
2022-02-12,Toronto,OH Region,380,2021-2022,NA,NA
2022-02-12,West,OH Region,603,2021-2022,NA,NA
2022-02-05,Central,OH Region,523,2021-2022,NA,NA
2022-02-05,East,OH Region,471,2021-2022,NA,NA
2022-02-05,North East,OH Region,154,2021-2022,NA,NA
2022-02-05,North West,OH Region,54,2021-2022,NA,NA
2022-02-05,Ontario,Province,2674,2021-2022,NA,NA
2022-02-05,Toronto,OH Region,644,2021-2022,NA,NA
2022-02-05,West,OH Region,815,2021-2022,NA,NA
2022-01-29,Central,OH Region,730,2021-2022,NA,NA
2022-01-29,East,OH Region,609,2021-2022,NA,NA
2022-01-29,North East,OH Region,144,2021-2022,NA,NA
2022-01-29,North West,OH Region,50,2021-2022,NA,NA
2022-01-29,Ontario,Province,3565,2021-2022,NA,NA
2022-01-29,Toronto,OH Region,994,2021-2022,NA,NA
2022-01-29,West,OH Region,1025,2021-2022,NA,NA
2022-01-22,Central,OH Region,850,2021-2022,NA,NA
2022-01-22,East,OH Region,667,2021-2022,NA,NA
2022-01-22,North East,OH Region,138,2021-2022,NA,NA
2022-01-22,North West,OH Region,33,2021-2022,NA,NA
2022-01-22,Ontario,Province,4048,2021-2022,NA,NA
2022-01-22,Toronto,OH Region,1221,2021-2022,NA,NA
2022-01-22,West,OH Region,1133,2021-2022,NA,NA
2022-01-15,Central,OH Region,820,2021-2022,NA,NA
2022-01-15,East,OH Region,605,2021-2022,NA,NA
2022-01-15,North East,OH Region,106,2021-2022,NA,NA
2022-01-15,North West,OH Region,25,2021-2022,NA,NA
2022-01-15,Ontario,Province,3721,2021-2022,NA,NA
2022-01-15,Toronto,OH Region,1169,2021-2022,NA,NA
2022-01-15,West,OH Region,991,2021-2022,NA,NA
2022-01-08,Central,OH Region,591,2021-2022,NA,NA
2022-01-08,East,OH Region,389,2021-2022,NA,NA
2022-01-08,North East,OH Region,58,2021-2022,NA,NA
2022-01-08,North West,OH Region,16,2021-2022,NA,NA
2022-01-08,Ontario,Province,2491,2021-2022,NA,NA
2022-01-08,Toronto,OH Region,742,2021-2022,NA,NA
2022-01-08,West,OH Region,691,2021-2022,NA,NA
2022-01-01,Central,OH Region,264,2022-2023,0,0
2022-01-01,East,OH Region,165,2022-2023,0,0
2022-01-01,North East,OH Region,25,2022-2023,0,0
2022-01-01,North West,OH Region,13,2022-2023,0,0
2022-01-01,Ontario,Province,1163,2022-2023,0,0
2022-01-01,Toronto,OH Region,310,2022-2023,0,0
2022-01-01,West,OH Region,381,2022-2023,0,0
2021-12-25,Central,OH Region,98,2021-2022,NA,NA
2021-12-25,East,OH Region,71,2021-2022,NA,NA
2021-12-25,North East,OH Region,21,2021-2022,NA,NA
2021-12-25,North West,OH Region,6,2021-2022,NA,NA
2021-12-25,Ontario,Province,503,2021-2022,NA,NA
2021-12-25,Toronto,OH Region,97,2021-2022,NA,NA
2021-12-25,West,OH Region,203,2021-2022,NA,NA
2021-12-18,Central,OH Region,61,2021-2022,NA,NA
2021-12-18,East,OH Region,63,2021-2022,NA,NA
2021-12-18,North East,OH Region,28,2021-2022,NA,NA
2021-12-18,North West,OH Region,4,2021-2022,NA,NA
2021-12-18,Ontario,Province,372,2021-2022,NA,NA
2021-12-18,Toronto,OH Region,44,2021-2022,NA,NA
2021-12-18,West,OH Region,170,2021-2022,NA,NA
2021-12-11,Central,OH Region,65,2021-2022,NA,NA
2021-12-11,East,OH Region,67,2021-2022,NA,NA
2021-12-11,North East,OH Region,34,2021-2022,NA,NA
2021-12-11,North West,OH Region,2,2021-2022,NA,NA
2021-12-11,Ontario,Province,333,2021-2022,NA,NA
2021-12-11,Toronto,OH Region,37,2021-2022,NA,NA
2021-12-11,West,OH Region,127,2021-2022,NA,NA
2021-12-04,Central,OH Region,54,2021-2022,NA,NA
2021-12-04,East,OH Region,58,2021-2022,NA,NA
2021-12-04,North East,OH Region,39,2021-2022,NA,NA
2021-12-04,North West,OH Region,1,2021-2022,NA,NA
2021-12-04,Ontario,Province,296,2021-2022,NA,NA
2021-12-04,Toronto,OH Region,35,2021-2022,NA,NA
2021-12-04,West,OH Region,112,2021-2022,NA,NA
2021-11-27,Central,OH Region,49,2021-2022,NA,NA
2021-11-27,East,OH Region,49,2021-2022,NA,NA
2021-11-27,North East,OH Region,36,2021-2022,NA,NA
2021-11-27,North West,OH Region,0,2021-2022,NA,NA
2021-11-27,Ontario,Province,270,2021-2022,NA,NA
2021-11-27,Toronto,OH Region,32,2021-2022,NA,NA
2021-11-27,West,OH Region,103,2021-2022,NA,NA
2021-11-20,Central,OH Region,53,2021-2022,NA,NA
2021-11-20,East,OH Region,46,2021-2022,NA,NA
2021-11-20,North East,OH Region,36,2021-2022,NA,NA
2021-11-20,North West,OH Region,1,2021-2022,NA,NA
2021-11-20,Ontario,Province,279,2021-2022,NA,NA
2021-11-20,Toronto,OH Region,24,2021-2022,NA,NA
2021-11-20,West,OH Region,119,2021-2022,NA,NA
2021-11-13,Central,OH Region,47,2021-2022,NA,NA
2021-11-13,East,OH Region,53,2021-2022,NA,NA
2021-11-13,North East,OH Region,28,2021-2022,NA,NA
2021-11-13,North West,OH Region,3,2021-2022,NA,NA
2021-11-13,Ontario,Province,267,2021-2022,NA,NA
2021-11-13,Toronto,OH Region,22,2021-2022,NA,NA
2021-11-13,West,OH Region,113,2021-2022,NA,NA
2021-11-06,Central,OH Region,47,2021-2022,NA,NA
2021-11-06,East,OH Region,32,2021-2022,NA,NA
2021-11-06,North East,OH Region,17,2021-2022,NA,NA
2021-11-06,North West,OH Region,1,2021-2022,NA,NA
2021-11-06,Ontario,Province,226,2021-2022,NA,NA
2021-11-06,Toronto,OH Region,35,2021-2022,NA,NA
2021-11-06,West,OH Region,94,2021-2022,NA,NA
2021-10-30,Central,OH Region,51,2021-2022,NA,NA
2021-10-30,East,OH Region,32,2021-2022,NA,NA
2021-10-30,North East,OH Region,10,2021-2022,NA,NA
2021-10-30,North West,OH Region,2,2021-2022,NA,NA
2021-10-30,Ontario,Province,222,2021-2022,NA,NA
2021-10-30,Toronto,OH Region,35,2021-2022,NA,NA
2021-10-30,West,OH Region,91,2021-2022,NA,NA
2021-10-23,Central,OH Region,66,2021-2022,NA,NA
2021-10-23,East,OH Region,45,2021-2022,NA,NA
2021-10-23,North East,OH Region,8,2021-2022,NA,NA
2021-10-23,North West,OH Region,0,2021-2022,NA,NA
2021-10-23,Ontario,Province,262,2021-2022,NA,NA
2021-10-23,Toronto,OH Region,45,2021-2022,NA,NA
2021-10-23,West,OH Region,99,2021-2022,NA,NA
2021-10-16,Central,OH Region,66,2021-2022,NA,NA
2021-10-16,East,OH Region,31,2021-2022,NA,NA
2021-10-16,North East,OH Region,6,2021-2022,NA,NA
2021-10-16,North West,OH Region,2,2021-2022,NA,NA
2021-10-16,Ontario,Province,250,2021-2022,NA,NA
2021-10-16,Toronto,OH Region,51,2021-2022,NA,NA
2021-10-16,West,OH Region,94,2021-2022,NA,NA
2021-10-09,Central,OH Region,68,2021-2022,NA,NA
2021-10-09,East,OH Region,32,2021-2022,NA,NA
2021-10-09,North East,OH Region,3,2021-2022,NA,NA
2021-10-09,North West,OH Region,1,2021-2022,NA,NA
2021-10-09,Ontario,Province,265,2021-2022,NA,NA
2021-10-09,Toronto,OH Region,67,2021-2022,NA,NA
2021-10-09,West,OH Region,95,2021-2022,NA,NA
2021-10-02,Central,OH Region,69,2021-2022,NA,NA
2021-10-02,East,OH Region,33,2021-2022,NA,NA
2021-10-02,North East,OH Region,3,2021-2022,NA,NA
2021-10-02,North West,OH Region,1,2021-2022,NA,NA
2021-10-02,Ontario,Province,285,2021-2022,NA,NA
2021-10-02,Toronto,OH Region,65,2021-2022,NA,NA
2021-10-02,West,OH Region,115,2021-2022,NA,NA
2021-09-25,Central,OH Region,81,2021-2022,NA,NA
2021-09-25,East,OH Region,31,2021-2022,NA,NA
2021-09-25,North East,OH Region,0,2021-2022,NA,NA
2021-09-25,North West,OH Region,0,2021-2022,NA,NA
2021-09-25,Ontario,Province,310,2021-2022,NA,NA
2021-09-25,Toronto,OH Region,72,2021-2022,NA,NA
