time,geo_value,geo_type,covid,flu,rsv
2024-05-25,North East,OH Region,31,0,0
2024-05-25,North West,OH Region,14,3,0
2024-05-25,Ontario,Province,428,58,17
2024-05-25,Toronto,OH Region,123,15,4
2024-05-25,West,OH Region,66,30,10
2024-05-18,Central,OH Region,104,7,2
2024-05-18,East,OH Region,72,7,1
2024-05-18,North East,OH Region,44,1,0
2024-05-18,North West,OH Region,11,4,0
2024-05-18,Ontario,Province,397,64,20
2024-05-18,Toronto,OH Region,107,15,3
2024-05-18,West,OH Region,58,31,13
2024-05-11,Central,OH Region,88,12,1
2024-05-11,East,OH Region,68,8,2
2024-05-11,North East,OH Region,32,0,1
2024-05-11,North West,OH Region,10,3,0
2024-05-11,Ontario,Province,375,73,24
2024-05-11,Toronto,OH Region,118,17,4
2024-05-11,West,OH Region,53,31,15
2024-05-04,Central,OH Region,90,15,2
2024-05-04,East,OH Region,66,12,4
2024-05-04,North East,OH Region,21,2,0
2024-05-04,North West,OH Region,9,5,0
2024-05-04,Ontario,Province,339,89,29
2024-05-04,Toronto,OH Region,94,19,5
2024-05-04,West,OH Region,58,37,16
2024-04-27,Central,OH Region,79,22,2
2024-04-27,East,OH Region,47,17,6
2024-04-27,North East,OH Region,19,2,0
2024-04-27,North West,OH Region,5,2,0
2024-04-27,Ontario,Province,263,104,38
2024-04-27,Toronto,OH Region,61,19,6
2024-04-27,West,OH Region,54,42,22
2024-04-20,Central,OH Region,92,26,5
2024-04-20,East,OH Region,49,28,5
2024-04-20,North East,OH Region,17,1,0
2024-04-20,North West,OH Region,7,5,0
2024-04-20,Ontario,Province,270,130,42
2024-04-20,Toronto,OH Region,49,24,10
2024-04-20,West,OH Region,58,47,21
2024-04-13,Central,OH Region,89,25,9
2024-04-13,East,OH Region,56,35,7
2024-04-13,North East,OH Region,14,5,1
2024-04-13,North West,OH Region,12,6,0
2024-04-13,Ontario,Province,286,148,49
2024-04-13,Toronto,OH Region,49,23,6
2024-04-13,West,OH Region,65,55,25
2024-04-06,Central,OH Region,58,25,6
2024-04-06,East,OH Region,54,34,6
2024-04-06,North East,OH Region,12,4,4
2024-04-06,North West,OH Region,9,3,0
2024-04-06,Ontario,Province,254,173,58
2024-04-06,Toronto,OH Region,47,29,19
2024-04-06,West,OH Region,72,75,23
2024-03-30,Central,OH Region,38,29,9
2024-03-30,East,OH Region,53,42,4
2024-03-30,North East,OH Region,12,10,3
2024-03-30,North West,OH Region,15,3,2
2024-03-30,Ontario,Province,249,200,53
2024-03-30,Toronto,OH Region,49,33,16
2024-03-30,West,OH Region,82,86,19
2024-03-23,Central,OH Region,54,29,7
2024-03-23,East,OH Region,64,39,6
2024-03-23,North East,OH Region,21,11,2
2024-03-23,North West,OH Region,12,1,1
2024-03-23,Ontario,Province,281,199,50
2024-03-23,Toronto,OH Region,53,31,14
2024-03-23,West,OH Region,77,85,21
2024-03-16,Central,OH Region,53,35,7
2024-03-16,East,OH Region,74,47,9
2024-03-16,North East,OH Region,28,7,3
2024-03-16,North West,OH Region,9,1,0
2024-03-16,Ontario,Province,299,212,58
2024-03-16,Toronto,OH Region,44,33,14
2024-03-16,West,OH Region,90,88,24
2024-03-09,Central,OH Region,52,45,9
2024-03-09,East,OH Region,109,49,8
2024-03-09,North East,OH Region,41,11,1
2024-03-09,North West,OH Region,10,3,2
2024-03-09,Ontario,Province,373,244,63
2024-03-09,Toronto,OH Region,46,38,10
2024-03-09,West,OH Region,116,101,32
2024-03-02,Central,OH Region,62,45,14
2024-03-02,East,OH Region,112,45,12
2024-03-02,North East,OH Region,49,10,5
2024-03-02,North West,OH Region,11,1,2
2024-03-02,Ontario,Province,428,238,79
2024-03-02,Toronto,OH Region,58,41,9
2024-03-02,West,OH Region,130,98,35
2024-02-24,Central,OH Region,81,51,18
2024-02-24,East,OH Region,109,51,10
2024-02-24,North East,OH Region,51,6,7
2024-02-24,North West,OH Region,6,1,0
2024-02-24,Ontario,Province,483,247,83
2024-02-24,Toronto,OH Region,89,44,4
2024-02-24,West,OH Region,147,92,43
2024-02-17,Central,OH Region,93,55,23
2024-02-17,East,OH Region,119,51,10
2024-02-17,North East,OH Region,49,11,9
2024-02-17,North West,OH Region,7,0,4
2024-02-17,Ontario,Province,526,268,98
2024-02-17,Toronto,OH Region,103,59,8
2024-02-17,West,OH Region,154,91,46
2024-02-10,Central,OH Region,123,60,18
2024-02-10,East,OH Region,135,51,14
2024-02-10,North East,OH Region,60,18,7
2024-02-10,North West,OH Region,7,1,3
2024-02-10,Ontario,Province,616,292,102
2024-02-10,Toronto,OH Region,113,62,10
2024-02-10,West,OH Region,175,98,50
2024-02-03,Central,OH Region,141,71,18
2024-02-03,East,OH Region,145,67,13
2024-02-03,North East,OH Region,63,12,7
2024-02-03,North West,OH Region,9,2,1
2024-02-03,Ontario,Province,715,337,101
2024-02-03,Toronto,OH Region,150,79,14
2024-02-03,West,OH Region,205,104,47
2024-01-27,Central,OH Region,167,56,24
2024-01-27,East,OH Region,151,64,14
2024-01-27,North East,OH Region,50,17,7
2024-01-27,North West,OH Region,16,2,2
2024-01-27,Ontario,Province,815,333,106
2024-01-27,Toronto,OH Region,178,85,18
2024-01-27,West,OH Region,248,106,41
2024-01-20,Central,OH Region,236,88,37
2024-01-20,East,OH Region,237,74,20
2024-01-20,North East,OH Region,67,20,11
2024-01-20,North West,OH Region,22,2,2
2024-01-20,Ontario,Province,1088,404,148
2024-01-20,Toronto,OH Region,236,91,22
2024-01-20,West,OH Region,289,127,56
2024-01-13,Central,OH Region,317,115,39
2024-01-13,East,OH Region,271,92,21
2024-01-13,North East,OH Region,83,20,21
2024-01-13,North West,OH Region,14,9,3
2024-01-13,Ontario,Province,1408,499,174
2024-01-13,Toronto,OH Region,320,104,26
2024-01-13,West,OH Region,399,158,62
2024-01-06,Central,OH Region,371,128,33
2024-01-06,East,OH Region,303,93,39
2024-01-06,North East,OH Region,100,27,22
2024-01-06,North West,OH Region,17,11,6
2024-01-06,Ontario,Province,1589,551,205
2024-01-06,Toronto,OH Region,359,114,33
2024-01-06,West,OH Region,433,174,72
2023-12-30,Central,OH Region,322,106,36
2023-12-30,East,OH Region,302,71,37
2023-12-30,North East,OH Region,84,27,17
2023-12-30,North West,OH Region,14,13,6
2023-12-30,Ontario,Province,1499,451,198
2023-12-30,Toronto,OH Region,387,107,30
2023-12-30,West,OH Region,383,127,70
2023-12-23,Central,OH Region,316,68,38
2023-12-23,East,OH Region,307,63,41
2023-12-23,North East,OH Region,87,23,14
2023-12-23,North West,OH Region,17,9,5
2023-12-23,Ontario,Province,1485,310,217
2023-12-23,Toronto,OH Region,394,75,41
2023-12-23,West,OH Region,371,72,80
2023-12-16,Central,OH Region,301,57,44
2023-12-16,East,OH Region,352,49,40
2023-12-16,North East,OH Region,104,13,13
2023-12-16,North West,OH Region,17,4,3
2023-12-16,Ontario,Province,1559,233,225
2023-12-16,Toronto,OH Region,382,55,48
2023-12-16,West,OH Region,388,51,77
2023-12-09,Central,OH Region,286,35,54
2023-12-09,East,OH Region,355,30,38
2023-12-09,North East,OH Region,121,5,11
2023-12-09,North West,OH Region,26,0,0
2023-12-09,Ontario,Province,1593,154,229
2023-12-09,Toronto,OH Region,383,47,50
2023-12-09,West,OH Region,412,33,77
2023-12-02,Central,OH Region,370,26,64
2023-12-02,East,OH Region,378,12,39
2023-12-02,North East,OH Region,152,0,7
2023-12-02,North West,OH Region,38,0,0
2023-12-02,Ontario,Province,1753,86,229
2023-12-02,Toronto,OH Region,406,28,43
2023-12-02,West,OH Region,395,19,75
2023-11-25,Central,OH Region,342,18,42
2023-11-25,East,OH Region,388,5,37
2023-11-25,North East,OH Region,157,1,5
2023-11-25,North West,OH Region,40,0,0
2023-11-25,Ontario,Province,1684,63,203
2023-11-25,Toronto,OH Region,359,18,44
2023-11-25,West,OH Region,388,20,77
2023-11-18,Central,OH Region,263,10,45
2023-11-18,East,OH Region,348,3,30
2023-11-18,North East,OH Region,127,4,5
2023-11-18,North West,OH Region,25,0,0
2023-11-18,Ontario,Province,1337,48,165
2023-11-18,Toronto,OH Region,263,15,36
2023-11-18,West,OH Region,305,15,48
2023-11-11,Central,OH Region,188,7,32
2023-11-11,East,OH Region,314,1,30
2023-11-11,North East,OH Region,129,0,1
2023-11-11,North West,OH Region,35,0,0
2023-11-11,Ontario,Province,1150,27,132
2023-11-11,Toronto,OH Region,218,10,31
2023-11-11,West,OH Region,259,8,37
2023-11-04,Central,OH Region,192,5,25
2023-11-04,East,OH Region,263,0,25
2023-11-04,North East,OH Region,112,1,1
2023-11-04,North West,OH Region,38,0,0
2023-11-04,Ontario,Province,1110,20,106
2023-11-04,Toronto,OH Region,216,7,26
2023-11-04,West,OH Region,276,8,27
2023-10-28,Central,OH Region,196,2,21
2023-10-28,East,OH Region,280,1,22
2023-10-28,North East,OH Region,92,0,1
2023-10-28,North West,OH Region,34,0,0
2023-10-28,Ontario,Province,1126,22,85
2023-10-28,Toronto,OH Region,202,5,16
2023-10-28,West,OH Region,310,12,23
2023-10-21,Central,OH Region,168,2,13
2023-10-21,East,OH Region,240,1,18
2023-10-21,North East,OH Region,81,0,1
2023-10-21,North West,OH Region,17,0,0
2023-10-21,Ontario,Province,1008,18,62
2023-10-21,Toronto,OH Region,189,3,9
2023-10-21,West,OH Region,314,11,19
2023-10-14,Central,OH Region,192,2,9
2023-10-14,East,OH Region,221,1,11
2023-10-14,North East,OH Region,73,1,0
2023-10-14,North West,OH Region,12,0,0
2023-10-14,Ontario,Province,1040,13,46
2023-10-14,Toronto,OH Region,215,2,7
2023-10-14,West,OH Region,332,7,17
2023-10-07,Central,OH Region,248,0,5
2023-10-07,East,OH Region,228,0,10
2023-10-07,North East,OH Region,62,0,0
2023-10-07,North West,OH Region,19,0,0
2023-10-07,Ontario,Province,1139,11,37
2023-10-07,Toronto,OH Region,221,4,7
2023-10-07,West,OH Region,363,6,14
2023-09-30,Central,OH Region,200,3,6
2023-09-30,East,OH Region,214,0,8
2023-09-30,North East,OH Region,34,0,0
2023-09-30,North West,OH Region,17,0,0
2023-09-30,Ontario,Province,986,13,34
2023-09-30,Toronto,OH Region,187,5,9
2023-09-30,West,OH Region,332,5,11
2023-09-23,Central,OH Region,144,3,3
2023-09-23,East,OH Region,170,0,5
2023-09-23,North East,OH Region,40,0,0
2023-09-23,North West,OH Region,18,0,0
2023-09-23,Ontario,Province,787,14,24
2023-09-23,Toronto,OH Region,142,3,6
2023-09-23,West,OH Region,271,8,8
2023-09-16,Central,OH Region,139,2,2
2023-09-16,East,OH Region,147,0,5
2023-09-16,North East,OH Region,38,0,0
2023-09-16,North West,OH Region,24,0,1
2023-09-16,Ontario,Province,651,13,23
2023-09-16,Toronto,OH Region,119,2,5
2023-09-16,West,OH Region,185,9,11
2023-09-09,Central,OH Region,146,2,3
2023-09-09,East,OH Region,139,0,3
2023-09-09,North East,OH Region,22,0,0
2023-09-09,North West,OH Region,24,0,1
2023-09-09,Ontario,Province,580,15,20
2023-09-09,Toronto,OH Region,99,4,2
2023-09-09,West,OH Region,151,7,10
2023-09-02,Central,OH Region,106,5,2
2023-09-02,East,OH Region,141,2,2
2023-09-02,North East,OH Region,25,0,0
2023-09-02,North West,OH Region,13,0,0
2023-09-02,Ontario,Province,525,18,13
2023-09-02,Toronto,OH Region,86,3,1
2023-09-02,West,OH Region,152,8,6
